reviewerID,asin,overall,reviews,sentiment,year,month,day,helpful_rate,polarity,review_len,word_count
A10HYGDU2NITYQ,B0002DV7ZM,5.0,inexpensive light weight yet sturdy holding guitar folds easily stored highly recommend guitar playergreat product,Positive, 2012,08,3,0.0,0.33111111111111113,114,15
A1CL807EOUPVP1,B0002DV7ZM,5.0,ive got three simply work theyre easy carry place placeand insist stand guitar none stuffthis makes three,Positive, 2013,08,8,0.0,0.21666666666666667,105,17
A2NIT6BKW11XJQ,B0002DV7ZM,4.0,like size stand flexibility easy put together holds guitar wellgood mini stand,Positive, 2013,11,17,0.0,0.43333333333333335,78,12
A1M3XD9UV3PD3I,B0002DV7ZM,5.0,havent really used guitar stand keeping acoustic guitar case keep humidity nice adding water sponge cut placed plastic bag poked tiny holes small nail stand works advertisednice guitar stand,Positive, 2013,06,5,0.5,0.1375,190,29
ALLRHBAXXI5BL,B0002DV7ZM,5.0,knoew not want holder took much room music room not want something would tip if blew air instructor guitar suggested really read information holders make choice one seemed lightweight yet sturdy not fall looked professional could possibility one would recommend purchase really like stability one boughta guitar holder better napkin holder kitchen table,Positive, 2013,11,9,0.0,0.24,353,53
ADOSJR623FDF1,B0002DV7ZM,5.0,little guitar stand works well like much better larger stands support guitar neckgreat little stand,Positive, 2014,01,30,0.0,0.03125,99,15
A1XDIC6OQKYJXW,B0002DV7ZM,4.0,stand folds pretty small package but supports guitar solidly would almost intentionally knock dont think casual bump would complaint would guitar leans back bit far stands pretty standard vertical riser support neck im used upright stance maybe thats matter taste but otherwise great standdoes job,Positive, 2012,12,28,0.0,0.034999999999999996,297,45
A1E5FQZTUM8OC1,B0002DV7ZM,4.0,item job dont real marks but ive seen better stands theredoes job,Positive, 2013,07,15,0.0,0.35,65,12
A3RPTP7XINQSKI,B0002DV7ZM,5.0,little stand collapses sets easy holds guitar perfectly may buy one dad nextlove,Positive, 2013,03,13,0.0,0.4152777777777778,80,13
ADNKG04OS6WNL,B0002DV7ZM,4.0,fenders new mini acoustic guitar stand one two new stands electric guitars sturdy reliable easy take gigs use studio home michael haller captain souls sound circusfender mini acoustic guitar stand,Positive, 2013,01,14,0.0,0.2765151515151515,196,30
A2CIR2MO07ZIY3,B0002DV7ZM,5.0,if perform gigs know hassle transporting stuff venue handy stand keeping guitar upright safe size weight important considerations used bring along much heavier stand wasnt really designed portability keep guitar knocked around stand trick beautifully nice job fenderportable guitar stand,Positive, 2011,10,19,0.0,0.4166666666666667,287,40
A2IIIAR5BGJF4I,B0002DV7ZM,5.0,stand small but joband folds small packagei one guitarguitar stand,Positive, 2013,12,29,0.0,-0.25,66,10
A2T2SAJS88MYU4,B0002DV7ZM,5.0,cheap buy but works fine thought might not tall enough hold guitar securely but arms coated soft material prevents scratching small but arms stretch hold almost guitar securely perhaps might light heavy guitar case would recommend stand taller heaviersmall convenient effective,Positive, 2013,05,21,1.0,0.22666666666666666,277,41
A39ZK4KYML9463,B0002DV7ZM,5.0,extremely lightweight compact portable folds really small carry guitar case gig bag tuck back ampfender guitar stand,Positive, 2012,06,13,0.0,-0.125,116,17
AM67EGOF8ACTY,B0002DV7ZM,5.0,folds down small size but quite strong dreadnaught resting ready use work well size acoustic guitar sitting stand small enough way but able hold precious guitar securely put use get another guitar will get another fender stand go itlooks works great,Positive, 2013,12,16,0.0,0.2177777777777778,249,41
A18XPD5BM4U6B1,B0002DV7ZM,5.0,guitar doesnt fall down anymore looks nice displayed corner office light but sturdy portable ill ever able affordfinally,Positive, 2013,12,24,0.0,0.1688888888888889,120,18
A2TZAS3A5WIUJQ,B0002DV7ZM,5.0,stand feel sturdy strongcompact design stand folding travelgood acoustic electric guitarsthick non scratch foam pluslove itgreat compact size,Positive, 2013,10,29,0.0,0.0,141,18
AM9EL9YBP070A,B0002DV7ZM,5.0,take workshop style guitar courses local votech room could not less suited purpose people set guitars desks sometimes fall bad scene sounds like old el kabong cartoon not want happen new seagull artist series guitar little fender stand easily folds package small enough fit storage pocket deluxe tric case take classits not sturdiest secure stable design but given extreme portability use ill put going work greatgreat design extreme portability,Positive, 2010,12,30,0.0,0.01770202020202021,445,69
A2HHVYBD6H9728,B0002DVBJY,5.0,great strings good quality good sound seem lot stable usinggreat slinkys,Positive, 2013,12,2,0.0,0.65,72,11
A2YSBRBYSI0524,B0002DVBJY,5.0,play metal hard rock used many different strings give best tone depth need play hard musicbest strings metal,Positive, 2014,05,9,0.0,0.1833333333333333,108,18
A15RCM1I2ATTXJ,B0002DVBJY,5.0,best idea anyone strings bass decide fan slinky guitar strings got freetless schecter string bass like made ithot cha power slinky bass,Positive, 2013,06,12,0.0,0.13749999999999998,135,22
A3QK723XT3MJXZ,B0002DVBJY,5.0,strings fantastic sound deep heavy exactly looking makes bass sound pretty bad cranked bass amplifier putting strings sound pure powerful blew awaywell worth moneyyou cant go wrong ernie ball strings,Positive, 2012,12,21,1.0,0.08095238095238097,199,30
ALUTHT4U058KZ,B0002DVBJY,5.0,feels great sounds great theres little bit magic strings high quality classics add touch class soundtopquality fantastic feel,Positive, 2012,04,17,0.0,0.41208333333333336,125,18
A3157YGT1NASJ7,B0002E1G5C,5.0,bought put new strings guitar but shipping info said wouldnt days restrung guitar without showed mail hours later say built much better thought would feels like built lastyeah um,Positive, 2013,08,2,0.0,0.21212121212121213,178,29
A1SCWHXAB2ZK7N,B0002E1G5C,5.0,works fine except little knob thats supposed take parts hold strings little pins whatever doesnt grip onto mine acoustic jasmine takkamine get pliers toolbox but thats okay one size doesnt always fit good pricegood,Positive, 2012,12,6,0.0,0.2736111111111111,214,34
AHUCLL02HS7M5,B0002E1G5C,4.0,winds well cut off excess string thereafter design also includes bridge pin puller comes handy acquired technique tool jobuseful multitool,Positive, 2013,12,26,0.0,0.6,138,20
A2SBZZ1HSR7WSP,B0002E1G5C,5.0,bought whim glad not used string winder part yet but cutter makes short work guitar mandolin strings without risk marring head careful pinch if not carefuldoes says,Positive, 2011,12,18,0.0,0.13333333333333333,164,27
A2G8O3QXM9EGJS,B0002E1G5C,5.0,changed strings epiphone bass today first time using productfit extra large tuning pegs bass room spare cutter works great winder makes job really fast minutes took strings next time will much faster know im highly recommendedlove,Positive, 2011,08,14,1.0,0.1524285714285714,230,36
ABBE2DL4IFLM5,B0002E1G5C,4.0,wont rant string winder arent technical item but like string cutter almost prefer pin puller cheaper units but not going picky unit works fine sure will lose breaksit works,Positive, 2014,05,2,0.0,0.3055555555555556,172,29
A3H4S6YO9VNGDZ,B0002E1G5C,5.0,like product much buy two time but wish didnt problem everyone else likes much like guy asks lighteruses itand puts pocket every single time also seem grow feet disappear like lighteri understand people coveting tools work well convenient but if turns kletptos maybe contain stain pack catch like bank robbersits decent tool good price buy onethen see long itvery usefulbut,Positive, 2014,03,14,0.0,0.19087301587301586,373,60
A3DZBMO93FHKTH,B0002E1G5C,4.0,works fine regular guitars but bass guitar wide tuning pegs winder slot will sorta fit across tuning peg but doesnt feel like enough grip make turning easieri havent chance actually use changing strings yet but far looks like itll work advertised every aspectit doesnt fit bass guitar well hoped,Positive, 2014,06,15,0.0,0.09166666666666666,295,49
AROOYR32BS1VL,B0002E1G5C,5.0,basically leatherman multi tool guitarist leatherman really mean planet waves go sure shot company will provide solid guitar products accessories buy cables picks straps planet waves guess could say im fan company multitool really mean pro winder string winder cutter everything need know title helps wind guitar strings grip comfortable durable youve tuned guitar clip off excess guitar string awesome but wait theres infomercial theres also nifty little pin puller restring acoustic instruments price everything recommend if need winder buy youll take birds one stone even if needed take one bird if makes sense cheersawesome,Positive, 2013,05,25,0.0,0.15535714285714283,627,95
A3SGZO3N7MXKPV,B0002E1G5C,4.0,always keep around string changes prefer bass version if find itlove,Positive, 2013,04,23,0.0,-0.15000000000000002,68,11
A3T6OAYYMN3F1Q,B0002E1G5C,4.0,works pretty well ukulele however left several dents scratches tuners ukuleleit works ukulele,Positive, 2013,12,16,0.0,0.08333333333333333,93,13
A2FIYXK97CTS6D,B0002E1G5C,4.0,ordered product thinking going answer dreams but alas wrong winding apparatus works beautifully but cutter doesnt allow get short enough cut strings preference im back using metal pliers snip strings close post good product if dont pliers hand dont mind getting closer snipi cannot comment peg remover since acoustic doesnt pegs luckily strings fed slots back bridge think much better design guitars pegs hold strings place supposehouston windage,Positive, 2014,07,5,0.0,0.14833333333333332,446,68
A3RDS0DJ5EJGA7,B0002E1G5C,5.0,lifesaver effort saver every guitarist opinion nothing annoying world changing guitar strings makes process much easier product clips old string pulls pins winds new strings top pretty affordablenew improved version,Positive, 2013,04,15,0.0,0.06439393939393938,215,30
A1EUO0BU72JR7T,B0002E1G5C,4.0,winder works well cutter good connected tool dont search pair snips but spring loaded cutter would less awkward also bridge pin puller kinda flimsy doesnt work well reluctant pins actually like dunlop winder better tool longer comes off pegs little but guess thats compromise working cutter wont throwing away winder time soonworks well but not perfect,Positive, 2011,09,15,0.0,-0.036309523809523805,352,56
A1S7QABO64Z554,B0002E1G5C,5.0,bit concerned tool reading reviews owners damaged expensive guitars but thought would careful but no concerns using two string changes fact cannot see one could nick guitar winding since tool not even cover entire tuning key never gets close guitar head string cutter works great one squeeze size string cut cleanly pry tool acoustic guitar pegs works though tighter fit expected work means dont need find pliers overall pleased saved time string changesgreat tool guitar owners,Positive, 2014,02,20,0.0,0.13666666666666666,478,76
A2B5LSF5V85SZA,B0002E1G5C,5.0,use every time restring guitar works really good recommend musician plays regularygreat tool,Positive, 2013,01,15,0.0,0.7,92,13
A3R6V43G6HAJ0Y,B0002E1G5C,4.0,found tool convenient better made anticipated making solid value money no need collection separate tools anymoreexcellent multitool,Positive, 2013,08,11,1.0,0.25,131,17
A10ZSXTQA264C7,B0002E1G5C,4.0,fine job cutting even thick e bass string pleased also works cut ukulele strings hooray hooray hooraybargain priced works great,Positive, 2014,04,7,0.0,0.11111111111111112,127,20
AB39UO500J4EP,B0002E1G5C,5.0,string changes usually take minutes but restrung guitars less minutes one floating tremolo spanner smooth cutter strangely clean cutting usually use electrician wire dykes pin puller nothing fancy but trick quickly awesome little tool impressed every function would consider maybe putting small rubber inserts handle sweaty hands but perfectly perfect highly minutes per guitar down minutes per guitar,Positive, 2014,04,30,0.0,0.15899572649572652,401,58
A1MVH1WLYDHZ49,B0002E1G5C,4.0,probably buy another one guitars but carry electric case im sure day will need will acoustic use different method bass but perfect stringsgreat guitar restringing,Positive, 2013,08,30,0.0,0.3375,162,25
A2DG65AWX5RJ4J,B0002E1G5C,4.0,nice pice easy use necessary change string guitar matter not big deal make squeaking sound besides works perfectnice,Positive, 2013,09,17,0.0,0.2866666666666666,116,18
A26E1V45R24QVC,B0002E1G5C,5.0,tool exactly supposed reasonably priced product tool small learning curve become familiar way functions using couple times give high marksit simply works,Positive, 2011,03,16,0.0,0.1225,153,22
A280VP2CL6ZFZZ,B0002E1G5C,5.0,indispensable tool guitarists constantly change strings like swiss army knife string windingsuper practical,Positive, 2014,03,6,0.0,0.2,107,13
A3PL8ENSYWS1PZ,B0002E1G5C,5.0,son uses winder cutter frequently change strings acoustic electric guitar hasnt failed yet easy use cuts strings precisely cleanly says must if maintain change guitar strings highly recommendplanet waves pro winder string winder cutter works great,Positive, 2013,08,20,0.0,0.22666666666666668,247,36
A11INIL2YFJ137,B0002E1G5C,5.0,works well multitool personally could get away little crank winder wire cutter but nice bag case price really cant beat tools one handy spotsolid,Positive, 2013,12,13,0.0,0.2425,145,24
A35QFQI0M46LWO,B0002E1G5C,5.0,makes stringing much easier peg puller cutter one arrived quick scheduled work perfect needslost old one,Positive, 2013,05,25,0.0,0.4083333333333333,104,16
AXXYMIJBD0J9G,B0002E1G5C,3.0,great concepteverything rolled one product winder string cutter end pin remover price fair thatgreat idea,Neutral, 2013,05,20,0.0,0.75,105,15
A2BT968XSRPP0K,B0002E1G5C,5.0,bying product doubted little whether not gadget wouldd cut metale strings received first thing try cuts medal strings like butter used use whatever could find around house pain nothing tried could cut metal strings winder im not going use but perhaps people tired fingers would want use itit definitely cuts metal strings no problem,Positive, 2011,12,20,0.0,-0.084375,332,54
A13NWJUMVNS6YZ,B0002E1G5C,5.0,wind longscale bass strings onto unusual supershortscale sixstringed bass instrument im betting get use thing anybody device much easier fingers hands much much faster cutter worked great changing strings no longer dreaded chore cant ask thata real time aggravation fatigue saver,Positive, 2010,08,13,0.0,0.18571428571428572,279,41
ATL0URQ0KUKGZ,B0002E1G5C,4.0,realy like cutter thing peg winder getting waywith simple screw comes right off much prefer without winder build quality awesome sturdy bit weighty definitley worth buybetter without peg winder,Positive, 2013,03,7,0.0,0.35714285714285715,193,29
A32VFJX0MAGKIQ,B0002E1G5C,5.0,tried one settled if need multitool cutters rip bass strings like butter seem hold winder nicely balanced grip goodbest string multitool,Positive, 2014,06,6,0.0,0.22499999999999998,136,21
A34O0KQV4QXWNQ,B0002E1G5C,5.0,winds cuts really cant go wrong another really wellmade product planet waves will become indespensable part guitar setupgenius design everyones guitar arsenal,Positive, 2014,01,6,0.0,-0.033333333333333326,158,22
A3DIN9E5QQZ6VT,B0002E1G5C,5.0,things great no twisting mins per string no running around house looking pair clippers price definitely worth imhohandy tool,Positive, 2014,04,18,0.0,0.55,124,19
A3EXWV8FNSSFL6,B0002E1G5C,5.0,light weight compact one tool could ask forthis tool three things well turns tuners stringed instruments quickly cuts musical instrument strings helps pull acoustic guitar string pins whats not like well cutter part tool little hard open guess im used side cutters pliers doesnt cut strings really close tuning pin leaves half inch string hanging oh if actually follow three loops string theory stringing guitar go elixir strings website watch excellent guitar stringing videos taylor guitar factory wrist will get little tired turning crank tuners alternative battery operated turner weighs ton morei find hard believe normal use stringed instrument strings somebody could manage break plastic tool tool made sturdy plastic if abused trying cut copper wire might break but tool never designed useive used tool several months expect will last long time use three different guitars acoustic two electrics les paul prs pin puller works fine actually put rag guitar body prevent dents wood tool fits inside hard shell gibson guitar case nice tooldoes exactly described,Positive, 2010,09,26,0.0,0.0644927536231884,1065,166
A2KXINV90T91L8,B0002E1G5C,5.0,easy use makes changing strings easy winder great but cutter pin pull also part making tool needed changing strings construction pretty high quality mix metal plastic partseasy use,Positive, 2013,05,26,0.0,0.41533333333333333,180,28
A15TYOEWBQYF0X,B0002E1G5C,5.0,perfect restringing guitar portable fits gig bag spare strings price right must tool isnt cheap like plastic ones nice thing one cuts off excess ease looks better trimmed star productfantastic tool,Positive, 2014,01,16,0.0,0.5571428571428572,197,31
A26NQIGPSFBU5Z,B0002E1G5C,5.0,getting tired spending half hour time changing strings finally caved bought nifty little gadget wanted string winder first but thought one kinda cool reasonably priced didnt expect string cutter well thought wire cutters would much better but cutter baby great also pin puller havent tried yet but im sure great well would perfect gigging traveling musician if want great one tool but thingall need,Positive, 2013,11,5,0.0,0.3419871794871795,398,64
A1VFUMY02HJIFY,B0002E1G5C,4.0,primarily purchased string cutter guitar case rather going get one tool boxfound pin puller not really work put old string winder yrs ago back case use pin puller worked fine seemed no matter tried almost scratching saddle tried get groove head pins could never get work six string steel acoustic guitarit seems shaped opening end stretching strings find better done hand really use wire cutter feature string winder also works wellstring cutter works pin puller not much,Positive, 2013,05,26,0.0,0.17708333333333331,471,77
ANQRGI79HHJPQ,B0002E1G5C,5.0,much easy deal guitar using string winder cutter w e s o m ecool,Positive, 2013,01,22,0.0,0.43333333333333335,64,14
A1O7G2PW6LGL0G,B0002E1G5C,5.0,great tool issue little tight squeaked loudly attempting use graphite powder put little around screw head winder part spins freely without noise much nicer not wind tuner heads hand changing strings wire cutters also work really well im glad bought productstring winder little squeaky,Positive, 2013,12,24,0.0,0.14589285714285713,284,44
A1IT51TW0UI2LM,B0002E1G5C,5.0,get string winder string cutter acoustic peg remover allinonewhat ask formine shows no sign wear defects year usei nice wire cutters etc im ee but much easier grab one tool instead two threeas quality unconditional guarantee see aboveplanet waves aka daddario wellknown name guitar accessoriesto reviewers complaining tool breaking try using warranty instead whiningno manufacturer perfect run forever but least case not wasted moneyfor record not work daddario planet waves but would not dismiss job offhand if offered good value guitar tool comes unconditional guarantee,Positive, 2011,03,5,1.0,0.3833333333333333,572,85
AZJPNK73JF3XP,B0002E1G5C,4.0,used winder times supposed adds speed efficiency taskworks fine,Positive, 2012,12,1,0.0,0.4166666666666667,63,9
A95J3RNEFN425,B0002E1G5C,5.0,works little better winding strings barebones winders string cutter handy pin puller usually case little clumsy use but worksnice gadget,Positive, 2014,05,2,0.0,0.029166666666666664,136,20
A1IJUUNPU7L6LA,B0002E1G5C,5.0,finally winder features durability designed pocket winder head appears large enough handle tuning peg head size molded plastic body appears thick enough stand lot use pivot point doesnt bind using winder couple cheaper models ive purchased thrown away years string cutter great feature appreciated works well regardless string composition typestainless chromes coretypes etc price seems fair enough ive seen couple battery powered models not much money but if youre big hurry change strings youre living life fast get roadie remember carry spare batteriesquality design,Positive, 2010,01,23,1.0,0.14285714285714285,569,84
A10NJEIG56RHN5,B0002E1G5C,5.0,fast shipping love handy little tool everything need completely change strings weather home somewhere small enough carry guitar case oh great price thanksvery handy little gadget,Positive, 2014,02,19,0.0,0.21749999999999997,178,26
A3CMSCWXZIVJQ1,B0002E1G5C,5.0,exactly hoping string cutter works better expected nice not go hunt down diagonal pliers string changing time little issue little tougher spin really fast little string winders grip no biggie thoughperfect,Positive, 2013,02,19,0.0,0.08132716049382714,205,31
A31BL556QXBJBZ,B0002E1G5C,5.0,ive used string winder far but works well far use guitars banjo things look like will work well but havent used yet cant say sure if not ill update review if canwell string winder good,Positive, 2014,02,23,0.0,0.32999999999999996,184,35
A2JK2ITE138P7Z,B0002E1G5C,5.0,great idea put three tools needed changing strings one tool cutter even works wellneat tool,Positive, 2014,04,9,0.0,0.8,91,15
A5RJ7TM82RH0I,B0002E1G5C,5.0,need nothing else replace string no matter if acoustic electric guitar couple acoustics electrics remove retainers acoustic guitars without damage fast tight string cutter if like dont like extra hanging guitar like cat mustacherecomendedis great product,Positive, 2013,08,3,0.0,0.20535714285714288,254,36
A30GZDBGNP2366,B0002E1G5C,5.0,product something every guitar owner needs well built performs well sells reasonable price sting cutter works welli must anyone guitar,Positive, 2011,10,4,0.0,0.2,134,20
ALV33FTOC032I,B0002E1G5C,5.0,no messing around fits well bass tuner knobs spins well cutter good one getnice,Positive, 2013,03,21,0.0,0.27499999999999997,79,14
AGKM79EXVZHPL,B0002E1G5C,5.0,winder makes changing strings breeze like theres integrated cutter trim off excess string also love part end pulls pins bridge item three tools onegreat product great price,Positive, 2013,05,17,0.0,0.65,172,27
A2YSBRBYSI0524,B0002E1G5C,5.0,string winders but string cutter awesome broke string stage instead big floppy string quick squeeze looked good highly reccomendedso useful,Positive, 2014,01,8,0.0,0.4155555555555555,139,20
A24VCDADYAIHAM,B0002E1G5C,5.0,guitarist tool real gem well designed pull string pegs wind strings cut strings small package find handy useful recommend ita gem,Positive, 2013,09,1,0.0,0.21250000000000002,129,21
A3M1PLEYNDEYO8,B0002E1G5C,2.0,not much better dollar version peg winder thought would ergonomic stringer cutter one tool would plus but not quiet par youll better off dollar string winder cheap pair snipsok but,Negative, 2008,06,4,0.5,0.1625,180,30
A8ANJNZAZQ6IQ,B0002E1G5C,5.0,terrific allinone musthave tool guitaristsi using older style planet waves model windercutterbridge pin tool came little skeptical new modeli happy see changes relatively minor if anything little bit smaller will fit inside case compartment easily leaving room junki used planet waves tolls years without difficulty problems breaking bending becoming dull unusable keep keeping one every casebuy youll love if not always return ithope helpsterrific allinone musthave tool guitarists,Positive, 2014,01,17,0.0,0.11926406926406927,482,68
A3E7O9NSS47TE8,B0002E1G5C,5.0,years using diagonal pliers small secure use around top line guitarbases guys made none stewmac tool tool seta must tool,Positive, 2013,12,26,0.0,0.21666666666666667,120,20
AKHWZ3S1UVZAO,B0002E1G5C,5.0,ive playing guitar since late sixties say string winder cutter fantastic use regularly durable effectivethe handiest tool guitar player,Positive, 2013,04,20,0.0,0.03333333333333335,135,19
A3IICSS30MRX9M,B0002E1G5C,4.0,not sturdy ive used seen floating around but gets job done advertised not terrible buy construction bit cheap side though mostly plastic seems bit fragile around edges clipper winder work well though even though predominantly made lower grade material however really need two functions worknot sturdy but works advertised,Positive, 2011,02,17,0.0,0.31999999999999995,321,49
A2WZWY5MQTXO0R,B0002E1G5C,5.0,string winder say works saves time useful restringing guitarworks fine,Positive, 2012,06,1,0.0,0.35833333333333334,70,10
A15N5RY4YGRQRQ,B0002E1G5C,5.0,one every one guitar cases never know replace string convenient helper cutter winder pin puller gets job done inexpensiveput one guitar case,Positive, 2014,03,6,0.0,0.0,140,22
A2M8T1A4O0GS72,B0002E1G5C,5.0,bad boy rocks fits guitar case slices dices makes julienne fries well no but slice guitar strings half will pull bridge pins windunwind guitar strings thoughif flashlight tuner fingernail trimmer would perfect but engineers mortal couldnt put tool size watermelon inside guitar case least not without coating butter firstits plastic steel will break eventually everything imperfect world bolts fall doors fall off but til ill enjoy using string winder little awkward little fender brand gizmo looks like pez dispenser swivel head top small keep guitar case along contraption winds strings much faster device but if youve got time one will work fine also wear two pairs socks case one gets hole im prone redundanciesit may sheer rumor but good sources item actually based alien technology recovered roswell new mexico chance alien technology affordable price not like iphones took saucersif came mink would perfectstrange contraption combines tools one handy gadget,Positive, 2013,05,14,0.0,0.028068181818181825,964,149
A1U3T27RHRIDYN,B0002E1G5C,5.0,everything need make replacing strings nice easy add headstand hold headstock setexcellent,Positive, 2014,01,14,0.0,0.5166666666666666,90,12
A1N82BBPB5816P,B0002E1G5C,5.0,nothing fancy plastic but quality no means bad serves purpose simple cannot complain aboutit works,Positive, 2013,04,17,0.0,-0.3499999999999999,98,15
AMVC9WTXYKNJ1,B0002E1G5C,4.0,im not sure much extra utility get winder maybe if change strings lot could key part equipment bag cutter part nice solid effective without heavy yet feel well made price keep around rather tracking down wire cutters need change set stringscapable cutter,Positive, 2013,08,15,0.0,0.07430555555555556,254,42
A3EUD541ZM0R0R,B0002E1G5C,5.0,lot guitars change strings often enough dont really enjoy changing strings but needs done tool makes breeze dont know ever went without takes fraction time used take changing strings loosened cut seconds would stand cranking one tuning peg seemed like forever really happy purchase will check stuff planet wavessaves tons time works perfectly,Positive, 2014,04,8,0.0,0.55,342,53
A3G5BIFX6VS1OP,B0002E1G5C,5.0,great multipurpose guitar tool works great really like fact cutter winder pin remover one quality really nice next time place order im going get another one spare id lost without toolfantastic tool,Positive, 2014,05,11,0.0,0.48,197,32
A1EMTRDX5PBNCP,B0002E1G5C,4.0,stripped down one basses weekend found useful made stripping replacing strings really easy large enough fit fender tuners new sets strings order fitting wont daunting task without itemwell made unit,Positive, 2014,05,16,0.0,0.22855339105339106,198,30
A2UYE434RFINE,B0002E1G5C,4.0,pretty cool item bought thought cool different well worth price good thing guitar casecool,Positive, 2013,02,7,0.0,0.325,90,14
A2IC4MEKF2Y6IF,B0002E1G5C,5.0,suppose say tool if works properly sayworks,Positive, 2014,06,13,0.0,0.0,43,7
A19WXFFQMKES6O,B0002E1G5C,5.0,works great changing guitar strings good build doesnt look cheap builtin string cutter bridge pin remover pluseffective string winder,Positive, 2012,01,18,0.0,0.6333333333333333,133,19
A56EP6FFRH1YT,B0002E1G5C,5.0,bought mainly string cutter although peg winder bridge pin puller well first skeptical lightweight cutting ends not sharp wondering well could cut loose ends strings im happy say excellent job much better pair diagonal pliers using cuts ends strings easily cleanly nice not carry pliers around heavier little risky guitar happen drop accidentally mar headstock bridge pin puller tried but rather ineffective think included afterthought notched edge cant really pull stuck pins pulling bridge pins without damaging bridge would recommend dunlop bridge pin puller inexpensiveoverall give stars winder cutter id recommend acoustic guitarist essential tool keep guitar caseexcellent string cutter,Positive, 2010,09,6,1.0,0.17036489151873768,692,100
A1NAA1R38JSNHV,B0002E1G5C,5.0,tool definitely comes handy anyone works guitar gets job done easily fastworks wonders,Positive, 2013,01,30,0.0,0.3444444444444444,86,13
A27KQGXAU8Z7OT,B0002E1G5C,5.0,must anyone make changing strings guitar especially acoustic really like clippers bridge pin puller lot would make great gift musician playing stringed instrumentnice,Positive, 2013,04,25,0.0,0.3333333333333333,166,23
A3IURSDK689G7M,B0002E1G5C,5.0,great tool used coil string ends adjustment keys but trims steel nylon ease quick slack takeup winder nice also but requires adjustment technique classical guitarsnice tool,Positive, 2014,07,9,0.0,0.43333333333333335,172,26
A2Z548GT5948WH,B0002E1G5C,5.0,cuts string winds pegs much easier one could hand solid will last long timea handy gadget,Positive, 2013,02,20,0.0,0.15,89,16
AFUXETAHFUXFE,B0002E1G5C,5.0,really helpful live gigs homegreat quality looking forward purchasing brandpractical,Positive, 2014,05,12,0.0,0.16818181818181818,84,10
A380AI4SNSJTTY,B0002E1G5C,3.0,great cutting strings but winder pretty difficult if dont know warning beginners dont get thisehhh,Neutral, 2014,06,21,0.0,-0.012499999999999983,98,15
A2ZGEV4CTSCTIZ,B0002E1G5C,4.0,winder makes loud ear piercing squeaking winding fast tried unscrewing putting little oil screw head but didnt make much difference hope goes away usethe string cutter works like champ using set flush cut nips but kept getting bent trying cut hard nickel steel guitar strings work much better dont cut string shear off ive done sets strings no noticable wear cutterdoes job but winder squeaks,Positive, 2014,01,5,0.0,0.08680555555555557,392,65
A13KBLFF4IZF7H,B0002E1G5C,4.0,nice quality love cutter winder little awkward use guess need little practice but cutters greatwinder little tricky takes practice,Positive, 2013,01,13,0.0,-0.010416666666666649,130,19
A2Z15UQEUTE3T9,B0002E1G5C,5.0,bought didnt think going good seemed little plasticie photos didnt think going hold well actually really surpassed expectations however winder works quite well slots multiplesized tuners little wobbley guitar but still worked well wire cutter able cut thickest guitar string little problem dollars really good dealthis thing awesome,Positive, 2013,12,20,0.0,0.31718749999999996,332,48
A14PY68SX7D5DV,B0002E1G5C,4.0,bought replace strings taylordoes job need performwinds strings fastpulls pegs smoothlycuts excess wiredoes not scratch guitarthe issue really squeaks lot fixed oilpretty neat tool,Positive, 2013,09,28,0.0,0.15000000000000002,180,24
A5MC7LP0ZBO4Q,B0002E1G5C,5.0,lil awkward but works perfect like tool doesnt always fit please everybody but im big fan allinones compact option less clutter inside guitar case pocketgreat winder,Positive, 2014,04,10,0.0,0.12666666666666668,165,26
A2D0F87RY5YMHN,B0002E1G5C,5.0,purchased used many various types guitar string winders must admit planet waves pro winder best used date one no need carry extra equipment cut stringspull pegsetc sturdy last many moons cut many strings needing replacement affordable price amazon will buying friends christmas stocking stuffers planet waves pro winder well worth cost recommend anyone also string winder also purchased accoustic guitar strings requested regular shipping free shipping promised items would shipped within days items ordered thursday received saturdaythree short daystreat thank amazonplanet waves pro winder,Positive, 2012,11,7,0.0,0.2909090909090909,591,84
A2MPM6M93OXIJT,B0002E1G5C,4.0,purchased ever changed string waiting come change one youtube videoed tool came nice will sure use not must but wire snips jewelry kit available not everyone would will work great sturdy smallgood but not must,Positive, 2012,04,5,0.0,0.575,209,35
A34BZPTKSY68PB,B0002E1G5C,5.0,best tool everfive stars,Positive, 2014,07,10,0.0,1.0,24,4
A149F91FB9WTW6,B0002E1G5C,3.0,winder works really well cutter but using cutter bit cumbersome guess taking w gig bag would great one tool but if using home think convenient separate cutter thats anyway still think good tool havejust ok,Neutral, 2014,02,26,0.0,0.55,205,35
A2AH7HRHDTQENH,B0002E1G5C,5.0,cut strings like made paperreally good price suppose no need say anymoreperfect,Positive, 2013,10,14,0.0,0.7,79,12
A1R1F7IOPSLMD,B0002E1G5C,5.0,allinone guitar tool musthave guitar case great quality string winder cutter plus extremely low priced dont hesitateget onegreat invention,Positive, 2013,10,14,0.0,0.4,138,19
A15WZCSME5X74S,B0002E1G5C,5.0,yes really replace strings fast winder also cuts strings helpful stars total certain,Positive, 2014,02,14,0.0,0.15357142857142858,84,13
